emotion,tweet_no_emojis
4,I wish!  But usually &quot;why are ppl mad about new editions&quot; &amp 4e nowadays.  We'll all get through it.
4,awesome !! and my ass just wants go get out of the house !  I'm fine with anything
4,wow  well that is good news dude  im on your dad
4,ooohh but a GOOD &quot&quot; and well worth it!!! Whoever came up with that one is a genius
4," haha which? when i sang JAI HO song? LOL . im so bored, i just wanna makes myself to happy n fun by i did that  whats up?"
4,dude i am so freaking tired and i have a headache. TAKE ME TO THE BEACH. hahaha
4,yep  I'm looking up some campgrounds
4,Come back to NY!!! I wanna seee you perform again and your amazingg
4,happy happy happy!!!  Iâ¥my lifee!
4,! Haveing Fun ! Kimmii soo funny ! Just been singing lessons with her   Seeing kieran my nephew 2day. Cant wait
4,jiyahahahaha... embueerrr.. makanan semuaaa..  *lempar  with 's  ena looohh
4,Just watched the new moon trailer.. Well 15 seconds of it anyways.. La Push looked nice Ahaaa.    (and Rpatz)
4,Hmm. I'm thinking i'm going to go see drag me to hell. again! Anyone wanna come?  Jordan
4,finally home . SA in 3 weeks
4,"5min.com is looking for a director of R&amp. Did it for 2 years, best job I ever had. now it's your turn  "
4,haha i dont know  at 3
4,"hahahahahahaha  - beth, secret, i dont like nathan anymore  hey you know something, this beth... "
4,Y O U  A R E  R A D D E R ! get that in yo headdd  i loove you
4,"I'm so friggin' excited  It took all night till 57 am, but I finally got the merch store up  "
4,Saved this pic   Useful lolcats smiley translation
4,"GOODmornings. Still sleepy, a bit. I feel like dressing fancy today.    You're going BAAALD?! "
4,yes... i do like Keith Urban  i have a soft spot for country music... shhh
4," A few weeks now - finally got everything sorted out, and we're good to go!  Post at will! "
4,Aww  thanks
4,- wow  Miley? pls follow me ï¿½  ?
4,Photoshop  Playing Mastermind on the side
4,i just got song a lullaby by none other than thee infamous matthew.  i still can't sleep but thanks for the effort.
4,STILL UP!!         CUEK!  ......G'NIGHT BOYS!!!!!  LOVE YA!
4,- yu look lovelyy  pleasee follow mee
4,"just got back from getting my hair cut pretty short  i love summertime!!!! off work, not sure what I'll get into today... lake tomorrow"
4," haha, yes, very scary !  haha, aw, thank you, lmao  your just like a girl i know, Kayla... "
4,is eating sweet chilly tuna now  how do u spell chilly . cili = malay. chiili? chilli?
4," Eh, whatever. Good memories make me smile  This school year was fun "
4," YES!!  and yeah, I saw the trailer this morning, it's unbelivable, can't wait to see the whole movie in nov! yeah; AMAZING"
4,a pretty long one  hi Martin  how are you?
4,no giving kids a can of gasoline  to play with at the campfire is a bad Idea depending if you like the kids
4,Watching Ellen DeGeneres Show  Gonna watch a movie afterwards.. Hmm... Which one? (I think we all know the answer to that)
4,Happy birthday sister  !!! Can't believe I'm awake !! (7:53 AM)
4," BLINK 182 / morning, morning.. it's freezing in my room "
4,Hey  Nothing much just a bit exhausted. It was my first official day of working  My knee is acting up like usual.. You?
4," done with benjamin button, what a beautiful movie. Sleeping, dreaming of my wife. Hopefully go over her house early tomorrow"
4,Cant stop watching the New Moon Trailer  hehe it was amazing
4," To direct message you just need to add a &quot&quot; - i.e. D , not DM .  Just so you know. "
4,haha thx  OMG THX FOR REPLYING! i hope you call me
4,english calss!!!
4,I came home sick.  But I feel better now
4,look i'm like tabby wearing my crocs  hahaha. love youu
4,Eating the rice I was cook  and it's actually cooked!!!
4,harhar  daldal ni mileY cyrus .. me nami2sx lahn pla  the rain is over now ! yehei .. im in gud mud agen
4,OH HEY JOHOR BAHRUU jb  ahha sorry had to
4,LOL awww Ally!!!!  haha nooo i &quot;died&quot;... in the good way... hehe
4,That's awesome! Tell the R&amp guys I said hello
4,i'm up to everything yay  soo about the cellphone you should buy the mcfly one
4,Jsem nehorÃ¡znej bordelÃ¡Å. Ten bÃ¡gl bych si taky uÅ¾ mohla vyloÅ¾it.  VÃ­tejte v realitÄ...
4," ...  Sorry, though. "
4,omg i love this  summer storms//hail
4,The show in Brussels was so amazing come back soon
4,My friend is getting me a kitty  and  I'm going to name her Chloe
4,haha  my &quot;neighbour next to me&quot; sleep too  she always lie upon my shoulder
4,yaayy for disneyland wedss  mmm my head feels much better
4,happy and sad. hate it.  the walk in park was just awesome  need to do it again
4,SO YOU SHOULD LOVE ME FOR MAKING YOU ONE OF THESE!    SARAH MARIE HUNT YOUR THE BEST little  SISTER WELL SOMETIMES....
4,I'm so awful.  I stole money from Jacob for Starbuck's.
4,So excited that Andy is home from the Naval Academy!! This weekend is going to be really fun  Tweet tweet
4,Can't for steph and bridgette to come over  i hope sarah can make it
4,you think? hmm... I'm just going crazy maybe  it's madness
4,couldnt read everything here because my pc nearly broke down when i tried to  hm happiest and funniest bday ever i think
4,oooh! it is! it is a good manga!  oh and i've got one more tweet and it'll be my 260th!
4," Oh, i thougt you were coming back to the comp to tell me that you found it  But i can call tonight "
4,"goooodmorning  I've a soccer topurnament to go to, tell you when I get back, but we'll probably be last or something like that "
4,LVaTT = AWESOME.. been listening to the cd non-stop the last 4 days
4,Ment To Be Off  I Went To See Them And They Said I Can Have Today And Tomorrow Off
4,.... I'm ok..my Finals r almost over.its my b-day 2morrow and I got two AMAZING gifts... I&quot;m.. happy
4,So I guess I'll be wearing shorts  And eosing my &quot;Harry-legs&quot;. Know what I mean?
4,I miss everything about classic disney movies
4," Yeah, I wonÊ»t.   OMG YES. I love Jacqueline. SheÊ»s so nice. "
4," Yeah, I figured I should watch them in order... I hope II comes in soon!  LOL. Re: V - I do love a bad movie on occasion "
4," hahaha  I can totally see that happening  but maybe it won't be so bad, and you can't say that you haven't tried "
4,is going to kill me for tweeting too much... Oh well!  I still can't sleep and McOrgies is entertaining me  It's 5 am WEEE!
4,hopefully  or I just had a mild heart attack. No big deal.
4,", hahaa cool!  It's just, I don't have the time to do it..  Poor me. "
4,goood  yeahh am mint tah  ive tagged you in a note on fb  x
4," niceee , and still only 4 for me "
4,awww.... poor youu  i'll help out if you like  i think i'll have a lotta free time this summer
4,I suspect I'll get there by the end of summer. Making nats is slow  but the money is more useful than the skillcape.
4,Haha Omg It's Doing That To Me Too It's So Annoying Lol  Miss U Mrs.CJBaran
4,haha. Might be getting another cat though as theres one that comes in too much and eats all cats food.  So might catnap him.
4,"If I could take my dream, I would, but is there a chance for me to have it? can't wait til 20.November  Twilight New Moon "
4,Have just been watching CSI with my dear loving parents  and now I'm kind of bored as always
4,just got a call from my slightly tipsy bff  talking to drunk people over the phone is the shit
4,ahhh ok  next follow friday i'll reccomend you to my 70 followers
4,I heard u are hanna's #1 fan.. so might I be her #2 fan?  LoL because I love her so much. she's one of my twitter-BFs!  xxx
4,- Kevin &amp; Joe   aaa  sooo cute  Great spontaneous photo
4,"I LOVE YOU TOO, we all love you ! it's impossible to not love you 33333 LOVE YOU xxxxx  "
4,woooooooooh cant wait to graduate
4,tell me about it!  im going to be staring at it like no tomorrow when its up on my wall!
4,"btw im v. happy about last tweet  (baby run, cut a path across the blue skies. straight in a straight line you cant get here fast enough"
4,wooooo 100 followers. come on people I need to get to 1000  lovexo scaries
4,OH-EM-GEE can you believe it? this is my 401 update haha  I think I'm officially addicted now
4,i hope so   thank you .   x
4,thanx   it's my grampys house  ...castle lol it is huge thou
4,OR SHAUN SMITH  VOTE DIVERSITY! 09011322207  #bgt
4,I'm in a great mood new stove works great. the kitchen is sparklinggggggg like a mouth commerical..ding. haha
4,i can say is: goodbye freshmen year! hello sophmore!  g'night
4,Playing D&amp on the deck in the nice weather at night...  Lemony is happy...  Life is good.
4,WEL T MEANZ M0 M0NEY 4 FIJI. F 0NLY EVRY0NE WAZ N TWITA AE  I rar0&amp;fIjI
4,DDDDD finee~ you're not wrong. but i still win.  i'm not sure how that works.. but i do.
4,tomorrow...ish a new day! coz school  well not like b4...this ish serious though  wooot 3rd year is sooooo HARD!
4,im randomly sending shit  and my ass hurts wtf. i feel like clam tacos.
4,Had an Italian pizza  it tasted awful
4,later back.   Love you.
4,I've never been able to watch the music video for 'Teardrop'  WAAAAY too creepy. ZOMG CARRIE!  #MCRchat
4," I am happy that you liked barcelona   I enjoyed your concert very much, never ending climb on a stage!    hope you return!"
4,Give who a listen?  You didn't actually say the band name
4," I want Lines, Vines, And Trying Times to come out NOW!!!!  i love the previews"
4,Created all the main characters  May need to think up some others though... And a plot. That's always important in a book
4,Gotta leave twitter for a while. i have to go do my hair then i get to go buy JB's new cd woohoo  talk to yall later
4," eeee  sounds exciting. (life is boring for me too, iss k )"
4,welcome to twitter  cant believe took you this long to get one  lol
4," Yea man. LOL. &amp; I thought sleeping anytime, anywhere was brillant.   Agrees. "
4," yay i beat you!  ilyem! [[here, now you can beat me. ]] tell matt and mia hi for me!  haha. i know! i asked my dad"
4," Yeah, I've been busy with school too, good thing it's Summer now!  &amp; that's totally awesome.  I might get a phone soon."
4,On my way 2 pick up mitchel'z album!!!!!!!!!!
4,is recording in gainnnngstavillle tommarow..or today.  night
4," vote vote vote 4 30STM httpbit,ly/PmvRY and hhttpwww.kerrangrock100.com/ ciao "
4,Game Gear FTW!  Though yeah GameBuy Color with Pokemon is complete WIN
4,Paramore - CRUSHCRUSHCRUSH   I LOVE the misery business music video.
4,"I'm talking to Taylor..... and now I'm not.  She is awesome! Tomorrow is a new day, hopefully it's as great as today was. "
4,Shower. Eecting company in a bit  - we're gonna watch Robin Hood
4,284 new songs on my ipod.  now i'm going to take a shower.
4,going to see the 3D concert AGAIN today. 2 days in a rowww  .... and again on tuesday  woop woooooooop (:
4,"Good morning sunshines  I'm on FB-do you know I had 70 notifications and 38 emails? Blazing Lights today! I gotta shower, I smeel bad "
4,aww thats cute!  go Bradie
4,Installing Win  on my Mac. I know it's wrong
4,cleaninggggg ; going to buy a crackhouse soon  ; &amp;&amp; yesss sugarplum you can rent it anytime
4,"going to mangdu in a bit, then to magnivate's office, after that senci and maybe fx  oh my "
4,"Diversity were amazing, they made me chuckle.  Hollie Steel or Diversity to win! "
4,one week tops at yamocca  with all the dead fish. haha funniest conversation of my life
4,lol thts what i thought curtis  but i will still stick up for ya
4,no thats a great idea i think !  reminds me i havnt watched them in AGES!
4," There is a VK kink meme, actually~!    And I'd be SO SO delighted if we can revive it. ;;"
4,((: Being in the Outlet  however
4,BAHAHAHAH seriously. we're twins   um and not really have you? bahhaa
4,"I feel so tired, !  I fell in love with Sandy on MTV .- &quot; just dance &quot; best song ever.! and Happy Birthday Daii "
4,my twitter is being ghey... I didnt mean to re tweet!!
4,"wow,sissy just turned 18! she's old! haha. sorry sissy..you are still my favorite sis!  btw,helloooo SUNDAY!! and goodmorning PEEPS!"
4,yeshhhhhhhhh  helloooo beautifullllllllll  haven't done that in a while huh?
4,hey caleb! what's your favorite colors? cause i wanna make you something for when i see you in aug 23  hopefully you reply
4,Laughing helps you live longer... So dont be afraid to laugh. Im laughing right now Haha  scj
4,well  costco is fun
4,YAY fixed my phone
4,"Dannii ... Has had a lovely day in the park with a picnic, paddling pool and a loada friends. and sunshine of course  yay got a tan "
4," that wall is about 2.5m wide  the others are about 3m, but i have a built-in wardrobe and two windows to paint around "
4,Maybe tomorrow  I'm really sorry T_T I really enjoyed our talk  I had fun
4,ohhhh jasmine is being so damn kinky right now i fuckin love it  hahaha just kiddin ewww TWINCEST!!
4,love that song  Cassie
4,"is playing PokÃ©mon Mystery Dungeon Elorers of Time. It's GREAT!! I'll just pwn out all the other PokÃ©mon   And btw, I just woke up "
